bbcid,system,summary,hallucination_type,hallucinated_span,hallucinated_span_start,hallucinated_span_end,worker_id,start,end
36958859,Gold,championship side barnsley have signed torquay defender angus macdonald on a two-year deal for an undisclosed fee.,extrinsic,championship side barnsley have signed torquay defender angus macdonald on a two-year deal for an undisclosed fee,1,114,wid_0,,
36958859,Gold,championship side barnsley have signed torquay defender angus macdonald on a two-year deal for an undisclosed fee.,extrinsic,championship side barnsley have signed torquay defender angus macdonald on a two-year deal for an undisclosed fee,1,114,wid_1,,
36958859,Gold,championship side barnsley have signed torquay defender angus macdonald on a two-year deal for an undisclosed fee.,extrinsic,championship side barnsley have signed torquay defender angus macdonald on a two-year deal for an undisclosed fee,1,114,wid_2,,
35644259,Gold,police are investigating the death of a 64-year-old man who died after an industrial incident in grantham.,extrinsic,death of a 64-year-old man who died after an industrial incident in grantham,30,106,wid_0,police are investigating the ,
35644259,Gold,police are investigating the death of a 64-year-old man who died after an industrial incident in grantham.,extrinsic,death of a 64-year-old man who died after an industrial incident in grantham,30,106,wid_1,police are investigating the ,
35644259,Gold,police are investigating the death of a 64-year-old man who died after an industrial incident in grantham.,extrinsic,death of a 64-year-old man who died after an industrial incident in grantham,30,106,wid_2,police are investigating the ,
40285994,Gold,"properties in north kensington should be ``requisitioned if necessary\'\'for people left homeless after the grenfell tower fire, jeremy corbyn says.",extrinsic,jeremy,128,134,wid_0,properties in north kensington should be ``requisitioned if necessary\'\'for people left homeless after the grenfell tower fire,y corbyn says.
40285994,Gold,"properties in north kensington should be ``requisitioned if necessary\'\'for people left homeless after the grenfell tower fire, jeremy corbyn says.",extrinsic,jeremy,128,134,wid_1,properties in north kensington should be ``requisitioned if necessary\'\'for people left homeless after the grenfell tower fire,y corbyn says.
40285994,Gold,"properties in north kensington should be ``requisitioned if necessary\'\'for people left homeless after the grenfell tower fire, jeremy corbyn says.",extrinsic,jeremy,128,134,wid_2,properties in north kensington should be ``requisitioned if necessary\'\'for people left homeless after the grenfell tower fire,y corbyn says.
38184840,Gold,pupils preparing to leave primary school are being taught how to deal with stress and to be more resilient as part of a new mental health initiative.,,,-1,-1,wid_0,pupils preparing to leave primary school are being taught how to deal with stress and to be more resilient as part of a new mental health initiativ,.
38184840,Gold,pupils preparing to leave primary school are being taught how to deal with stress and to be more resilient as part of a new mental health initiative.,,,-1,-1,wid_1,pupils preparing to leave primary school are being taught how to deal with stress and to be more resilient as part of a new mental health initiativ,.
38184840,Gold,pupils preparing to leave primary school are being taught how to deal with stress and to be more resilient as part of a new mental health initiative.,,,-1,-1,wid_2,pupils preparing to leave primary school are being taught how to deal with stress and to be more resilient as part of a new mental health initiativ,.
16025568,Gold,"glaciers in the french alps have lost a quarter of their area in the past 40 years, according to new research.",extrinsic,quarter,41,48,wid_0,glaciers in the french alps have lost a ,"of their area in the past 40 years, according to new research."
16025568,Gold,"glaciers in the french alps have lost a quarter of their area in the past 40 years, according to new research.",extrinsic,quarter,41,48,wid_1,glaciers in the french alps have lost a ,"of their area in the past 40 years, according to new research."
16025568,Gold,"glaciers in the french alps have lost a quarter of their area in the past 40 years, according to new research.",extrinsic,quarter,41,48,wid_2,glaciers in the french alps have lost a ,"of their area in the past 40 years, according to new research."
40911747,Gold,gardaí (irish police) investigating the disappearance of a man in dublin almost 17 years ago have begun fresh searches.,extrinsic,almost 17 years ago have begun fresh searches,74,119,wid_0,gardaí (irish police) investigating the disappearance of a man in dublin ,
40911747,Gold,gardaí (irish police) investigating the disappearance of a man in dublin almost 17 years ago have begun fresh searches.,extrinsic,almost 17 years ago,74,93,wid_1,gardaí (irish police) investigating the disappearance of a man in dublin ,have begun fresh searches.
40911747,Gold,gardaí (irish police) investigating the disappearance of a man in dublin almost 17 years ago have begun fresh searches.,extrinsic,17 years ago,81,93,wid_2,gardaí (irish police) investigating the disappearance of a man in dublin almost ,have begun fresh searches.
30863268,Gold,alfreton town have signed goalkeeper jason mooney on loan from league two side york for the rest of the season.,extrinsic,alfreton town have signed goalkeeper jason mooney on loan from league two side york for the rest of the season,1,111,wid_0,,
30863268,Gold,alfreton town have signed goalkeeper jason mooney on loan from league two side york for the rest of the season.,extrinsic,alfreton town have signed goalkeeper jason mooney on loan from league two side york for the rest of the season,1,111,wid_1,,
30863268,Gold,alfreton town have signed goalkeeper jason mooney on loan from league two side york for the rest of the season.,intrinsic,alfreton town have signed goalkeeper jason mooney on loan from league two side york for the rest of the season,1,111,wid_2,,
21197406,Gold,"an earthquake has shaken parts of northern italy, forcing some residents onto the streets.",,,-1,-1,wid_0,"an earthquake has shaken parts of northern italy, forcing some residents onto the street",.
21197406,Gold,"an earthquake has shaken parts of northern italy, forcing some residents onto the streets.",extrinsic,northern,35,43,wid_0,an earthquake has shaken parts of ,"italy, forcing some residents onto the streets."
21197406,Gold,"an earthquake has shaken parts of northern italy, forcing some residents onto the streets.",extrinsic,northern,35,43,wid_1,an earthquake has shaken parts of ,"italy, forcing some residents onto the streets."
21197406,Gold,"an earthquake has shaken parts of northern italy, forcing some residents onto the streets.",extrinsic,northern,35,43,wid_2,an earthquake has shaken parts of ,"italy, forcing some residents onto the streets."
31111562,Gold,"a large billboard has been puzzling residents of a county down town, and commuters on the main route between bangor and belfast.",intrinsic,"a large billboard has been puzzling residents of a county down town, and commuters on the main route between bangor and belfast",1,128,wid_0,,
31111562,Gold,"a large billboard has been puzzling residents of a county down town, and commuters on the main route between bangor and belfast.",intrinsic,"a large billboard has been puzzling residents of a county down town, and commuters on the main route between bangor and belfast",1,128,wid_1,,
